_id,brand,name,material,type,sizes,price,images,description,link,__v,saleprice,sizesa,sizesis
6712b3bf74d192334453b056,Transition,Repeater EP8 GX,Carbon,E-Bike,"[""S"",""M"",""L"",""XL""]",9999,"[""bike-images/GXmechRepeaterMossy_JPG"",""bike-images/GXRepeaterMechanicalGrey_JPG""]","Up, down, all around.\nThe Repeater loves it all.\n\nBuckle up and get ready to charge, the Repeater is down for anything. With 160mm travel, 29 inch wheels, the Shimano EP8 motor system, and a 630w battery, you can maximize fun on the ups and the downs. Whether it's a quick rip after work, ditching the shuttle truck, or just the pure joy of exploring that you are after, the Repeater loves it all. Like all of our other beloved bikes, the Repeater has SBG geometry and our GiddyUp suspension, so you'll feel right at home the moment you turn on the power.",https://www.transitionbikes.com/Bikes_Repeater_Closeout.cfm,0,7499,"[""S"",""M"",""L"",""XL""]",[]
6712b53574d192334453b060,Norco,Norco Sight C3 MX,N/A,Enduro / All Mountain,"[""1"",""2"",""3"",""4"",""5""]",6999,"[""bike-images/p5pb27116180""]","Whether hitting steep trails, racing enduro, or exploring the backcountry, this bike excels. The 2024 Sight's 160/150mm travel and innovative VPS HP suspension offer top-tier performance and agility, blending the Range platform’s strengths into a lightweight, high-pivot design.\n\nThis bike is a S3, in the mixed wheel (27.5/29) configuration.",https://www.norco.com/bikes/mountain/all-mountain/sight/24-sight-C3-MX/,0,4899,"[""2"",""3""]","[""2"",""3""]"
6712b64a74d192334453b071,Norco,Norco Sight C2 MX,N/A,Enduro / All Mountain,"[""1"",""2"",""3"",""4"",""5""]",8099,"[""bike-images/p5pb27115873""]","Whether hitting steep trails, racing enduro, or exploring the backcountry, this bike excels. The 2024 Sight's 160/150mm travel and innovative VPS HP suspension offer top-tier performance and agility, blending the Range platform’s strengths into a lightweight, high-pivot design.",https://www.norco.com/bikes/mountain/all-mountain/sight/24-sight-C2-MX/,0,5699,"[""3"",""5""]","[""5""]"
6712c1133219f2ac39323b45,Norco,Torrent A1 Large,N/A,Enduro / All Mountain,"[""S"",""M"",""L"",""XL""]",2699,"[""bike-images/23_torrent_a1_ht_red_black-main-full""]","If you want to get back to the basics, the Torrent A1 is the way to go – it’s an aggressive, high-speed aluminum hardtail that lets you prove your mettle on the toughest trails.",https://www.norco.com/bikes/mountain/all-mountain/torrent/2023-torrent-a1-ht/,0,1499,"[""L""]","[""L""]"
6712c4483219f2ac39323b5a,Norco,Optic HP Custom Build,Alloy,Trail,"[""1"",""2"",""3"",""4"",""5""]",3999,"[""bike-images/p6pb26601717 (1)""]","The 2024 Optic condenses years of technology from long travel bikes into a lightweight package that’s as ready to tear up climbs as it is tackling challenging descents. The VPSHP suspension layout provides increased rearward axle path and an idler to manage pedal feedback, keeping Optic’s playful roots, while punching above its weight when the trails get rough.",https://www.norco.com/bikes/mountain/trail/optic/,0,2999,"[""4""]","[""4""]"
6712c51c3219f2ac39323b67,Norco,Torrent A2,N/A,Enduro / All Mountain,"[""S"",""M"",""L"",""XL""]",2149,"[""bike-images/23_torrent_a2_ht_green_copper-main-full (1)""]","If you want to get back to the basics, the Torrent A2 is the way to go – it’s an aggressive, high-speed aluminum hardtail that lets you prove your mettle on the toughest trails.",https://www.norco.com/bikes/mountain/all-mountain/torrent/2023-torrent-a2-ht/,0,1299,"[""S"",""M"",""L"",""XL""]","[""S"",""M"",""L"",""XL""]"
6712c6493219f2ac39323b6a,Norco,Sight A2 SRAM,N/A,Enduro / All Mountain,"[""S"",""M"",""L"",""XL""]",5999,"[""bike-images/23_sight_a2_sram_orange_grey-main-full"",""bike-images/23_sight_a2_sram_black_black-main-full_001""]","The Sight A2 SRAM boosts your All-Mountain confidence with incredible descending capability, adept, sure-footed climbing, and efficient pedaling.",https://www.norco.com/bikes/mountain/all-mountain/2023-sight/2023-sight-A2-sram/,0,3999,"[""S"",""M"",""L"",""XL""]","[""S"",""M"",""L"",""XL""]"
671561f48ed6cc546011ebab,Norco,Storm 14 ,N/A,Kids,"[""14\""""]",379,"[""bike-images/2022_storm_ss_14_green_navy-main-full"",""bike-images/2022_storm_ss_14_blue_white-main-full""]",The Storm 14 SS (Single Speed) provides simple upkeep and operation to help young riders find the best line and stop on a dime.,https://www.norco.com/bikes/kids/all-purpose/storm-youth/2023-storm-14-ss/,0,,"[""14\""""]","[""14\""""]"
6715623e8ed6cc546011ebaf,Norco,Storm 16,N/A,Kids,"[""16\""""]",399,"[""bike-images/2022_storm_ss_16_orange-black-main-full"",""bike-images/2022_storm_ss_16_teal-white-main-full""]",The Storm 16 SS (Single Speed) provides simple upkeep and operation to help young riders find the best line and stop on a dime.,https://www.norco.com/bikes/kids/all-purpose/storm-youth/2023-storm-16-ss/,0,,"[""16\""""]","[""16\""""]"
67194ccb049d84af61bfb4af,Transition,Sentinel Deore,Carbon,Enduro / All Mountain,"[""XS"",""S"",""M"",""L"",""XL"",""XXL""]",6599,"[""bike-images/SB7_SentiCarbon_Deore_White"",""bike-images/SB8_SentiCarbon_Deore_Purple"",""bike-images/SB9_SentiCarbon_Deore_Grey""]","A bike that says yes to every trail, every ride and begs for more.\nThe Sentinel rides the lines between planted bottomless sender and playful, poppy trail pony. This leaves it right in the sweet spot, as we like to call it. It's versatile attitude helps riders excel and push their limits, making it the one bike most will need. Its intuitive nature is easy to get acquainted with; you'll find yourself sending lines, jumps, and maneuvers you always felt were beyond your ability. Where before you went around, now you go over. Where you pushed up, now you pedal. Where you rolled, now you boost. It's time to Send-It-All.",https://www.transitionbikes.com/Bikes_Sentinel.cfm,0,,"[""XS"",""S"",""M"",""L"",""XL"",""XXL""]",[]
67194da1049d84af61bfb4b2,Transition,Sentinel Deore,Alloy,Enduro / All Mountain,"[""XS"",""S"",""M"",""L"",""XL"",""XXL""]",4499,"[""bike-images/SB12_SentiAlloy_Deore_Purple"",""bike-images/SB11_SentiAlloy_Deore_White"",""bike-images/SB10_SentiAlloy_Deore_Grey""]","A bike that says yes to every trail, every ride and begs for more.\nThe Sentinel rides the lines between planted bottomless sender and playful, poppy trail pony. This leaves it right in the sweet spot, as we like to call it. It's versatile attitude helps riders excel and push their limits, making it the one bike most will need. Its intuitive nature is easy to get acquainted with; you'll find yourself sending lines, jumps, and maneuvers you always felt were beyond your ability. Where before you went around, now you go over. Where you pushed up, now you pedal. Where you rolled, now you boost. It's time to Send-It-All.",https://www.transitionbikes.com/Bikes_Sentinel.cfm,0,,"[""XS"",""S"",""M"",""L"",""XL"",""XXL""]","[""M"",""XL""]"
67194e39d3c15d5e219f8a8e,Transition,Sentinel XT,Alloy,Enduro / All Mountain,"[""XS"",""S"",""M"",""L"",""XL"",""XXL""]",5999,"[""bike-images/SB6_SentiAlloy_XT_Grey"",""bike-images/SB5_SentiAlloy_XT_Purple"",""bike-images/SB4_SentiAlloy_XT_White""]","A bike that says yes to every trail, every ride and begs for more.\nThe Sentinel rides the lines between planted bottomless sender and playful, poppy trail pony. This leaves it right in the sweet spot, as we like to call it. It's versatile attitude helps riders excel and push their limits, making it the one bike most will need. Its intuitive nature is easy to get acquainted with; you'll find yourself sending lines, jumps, and maneuvers you always felt were beyond your ability. Where before you went around, now you go over. Where you pushed up, now you pedal. Where you rolled, now you boost. It's time to Send-It-All.",https://www.transitionbikes.com/Bikes_Sentinel.cfm,0,,"[""XS"",""S"",""M"",""L"",""XL"",""XXL""]","[""L""]"
67194f6b2540b50f88bb02ad,Transition,Sentinel XT,Carbon,Enduro / All Mountain,"[""XS"",""S"",""M"",""L"",""XL"",""XXL""]",8399,"[""bike-images/SB2_SentiCarbon_XT_Purple"",""bike-images/SB3_SentiCarbon_XT_Grey"",""bike-images/SB1_SentiCarbon_XT_White""]","SEND-IT-ALL ON THE ALL NEW SENTINEL\n\nA bike that says yes to every trail, every ride and begs for more.\n\nThe Sentinel rides the lines between planted bottomless sender and playful, poppy trail pony. This leaves it right in the sweet spot, as we like to call it. It's versatile attitude helps riders excel and push their limits, making it the one bike most will need. Its intuitive nature is easy to get acquainted with; you'll find yourself sending lines, jumps, and maneuvers you always felt were beyond your ability. Where before you went around, now you go over. Where you pushed up, now you pedal. Where you rolled, now you boost. It's time to Send-It-All.",https://www.transitionbikes.com/Bikes_Sentinel.cfm,0,,"[""XS"",""S"",""L"",""XL"",""XXL""]","[""M"",""L""]"
671952224869697674698290,Transition,Sentinel XO AXS,Carbon,Enduro / All Mountain,"[""XS"",""S"",""M"",""L"",""XL"",""XXL""]",10799,"[""bike-images/SB13_SentiCarbon_XO_Grey"",""bike-images/SB15_SentiCarbon_XO_White"",""bike-images/SB14_SentiCarbon_XO_Purple""]","A bike that says yes to every trail, every ride and begs for more.\nThe Sentinel rides the lines between planted bottomless sender and playful, poppy trail pony. This leaves it right in the sweet spot, as we like to call it. It's versatile attitude helps riders excel and push their limits, making it the one bike most will need. Its intuitive nature is easy to get acquainted with; you'll find yourself sending lines, jumps, and maneuvers you always felt were beyond your ability. Where before you went around, now you go over. Where you pushed up, now you pedal. Where you rolled, now you boost. It's time to Send-It-All.",https://www.transitionbikes.com/Bikes_Sentinel.cfm,0,,"[""XS"",""S"",""L"",""XL"",""XXL""]",[]
67293b8344c97b24f79abec1,Transition,Sentinel Carbon XO AXS Flight Attendant,Carbon,Enduro / All Mountain,"[""M""]",9999,"[""bike-images/IMG_7798 (1)""]","This is a custom-built 2025 Sentinel featuring top-of-the-line Flight Attendant suspension, an XO AXS drivetrain, and a carbon Race Face ARC wheelset. It is a size medium with mixed wheels (29/27.5).\n\nFull specs:\n\nFrame: Transition Sentinel Carbon,150mm\nFork: RockShox Lyrik Flight Attendant\nShock: RockShox Super Deluxe Flight Attendant\nBrakes: SRAM Code RSC\nRotors: SRAM HS2 200mm\nCranks: SRAM XO T-Type\nChainring: SRAM 30T\nChain: SRAM XO T-Type\nCassette: SRAM XO T-Type 10-52T\nDerailleur: SRAM XO T-Type AXS\nShifter: SRAM XO T-Type AXS\nWheelset: RaceFace ARC Carbon 29/27.5\nFront tire: Maxxis Assegai, EXO+\nRear tire: Maxxis Minion DHRII, EXO+\nDropper: SDG Tellis\nSeat: SDG Bel-Air\nHandlebars: Deity Carbon",https://www.transitionbikes.com/bikes_sentinel.cfm,0,,"[""M""]","[""M""]"
67293d29ef81bca63d208c51,Transition,Sentinel GX,Carbon,Enduro / All Mountain,"[""S"",""M"",""L"",""XL"",""XXL""]",8999,"[""bike-images/sentinelcarbongx"",""bike-images/sencarbongx""]","The Hard Charging\nAll-Rounder.\n\nThe Sentinel inspires confidence like you're wearing full body armor.\n\nIt's forgiving do-it-all attitude truly blurs the lines between planted bottomless sender and playful poppy trail pony. Whether you're chasing EWS dreams or just a weekend afternoon escape, it will bring out the best in you. So easy to get acquainted with you'll find yourself sending lines, jumps and maneuvers you always felt were beyond your ability. Where before you went around, now you go over. Where you pushed up, now you pedal. Where you rolled, now you boost.",https://www.transitionbikes.com/Bikes_Sentinel_Closeout.cfm,0,5499,"[""L"",""XL"",""XXL""]",[]
673b9e6766790007dbe15129,Ibis,Ripmo AF GX UDH,N/A,Enduro / All Mountain,"[""S"",""M"",""L"",""XL""]",4199,"[""bike-images/Screenshot 2024-11-18 at 12""]","The Ripmo AF (Aluminum Frame) brings the award-winning performance of the carbon Ripmo to a wider, rowdier audience. It’s everything we love from the carbon Ripmo, plus a few tweaks. \n\nWith a steep, 76-degree seat tube angle and a rangy but not stratospheric reach, the Ripmo AF places riders centrally and upright over the bottom bracket. It makes for an efficient position that can go the long haul without placing too much weight on its slack, 64.9-degree headtube angle. A 44mm reduced-offset fork is more surefooted on steep descents and steadies high speeds. Better up, better down.",https://www.ibiscycles.com/bikes/ripmo-af,0,,"[""M"",""L""]","[""M"",""L""]"
673bec2959cf072f42402aa4,Norco,Sight C3 Shimano,N/A,Enduro / All Mountain,"[""S"",""M"",""L"",""XL""]",6199,"[""bike-images/sha1-92c88601f7317bfb9d6f763eb30bebd89d84caf9""]","The Sight C3 boosts your All-Mountain confidence with incredible descending capability, adept, sure-footed climbing, and efficient pedaling.",https://www.norco.com/bikes/mountain/all-mountain/2023-sight/2023-sight-c3/,0,4199,[],"[""L""]"
673bf700fd3e75511092866c,Ibis,HD6 GX,N/A,Enduro / All Mountain,"[""1"",""2"",""3"",""4"",""5""]",8399,"[""bike-images/Screenshot (3)"",""bike-images/Screenshot (4)""]","The HD6 is the evolution of one of the most successful enduro bikes in history. Designed with input from our Enduro World Cup team and building upon our award-winning Ripmo and HD lines, the HD6 features increased travel, a completely redesigned suspension layout, and mixed wheels.",https://www.ibiscycles.com/bikes/hd6,0,,"[""1"",""2"",""5""]",[]
673bf766fd3e75511092866f,Ibis,HD6 SLX,N/A,Enduro / All Mountain,"[""1"",""2"",""3"",""4"",""5""]",8399,"[""bike-images/Screenshot (6)""]","The HD6 is the evolution of one of the most successful enduro bikes in history. Designed with input from our Enduro World Cup team and building upon our award-winning Ripmo and HD lines, the HD6 features increased travel, a completely redesigned suspension layout, and mixed wheels.",https://www.ibiscycles.com/bikes/hd6,0,,"[""1"",""2"",""3""]",[]
673bf822d6a62338b89ced49,Ibis,HD6 XT,N/A,Enduro / All Mountain,"[""1"",""2"",""3"",""4"",""5""]",9899,"[""bike-images/Screenshot (5)"",""bike-images/Screenshot 2024-11-18 at 11"",""bike-images/Screenshot (10)""]","The HD6 is the evolution of one of the most successful enduro bikes in history. Designed with input from our Enduro World Cup team and building upon our award-winning Ripmo and HD lines, the HD6 features increased travel, a completely redesigned suspension layout, and mixed wheels.",https://www.ibiscycles.com/bikes/hd6,0,,"[""1"",""2"",""3"",""4"",""5""]","[""3""]"
673bf8754e253d919edc59d7,Ibis,HD6 GX T-Type,N/A,Enduro / All Mountain,"[""1"",""2"",""3"",""4"",""5""]",10199,"[""bike-images/Screenshot (12)""]","The HD6 is the evolution of one of the most successful enduro bikes in history. Designed with input from our Enduro World Cup team and building upon our award-winning Ripmo and HD lines, the HD6 features increased travel, a completely redesigned suspension layout, and mixed wheels.",https://www.ibiscycles.com/bikes/hd6,0,,"[""1""]",[]
673bfb3be1ec9240155e62a5,Ibis,Ripmo V3 SLX,N/A,Enduro / All Mountain,"[""1"",""2"",""3"",""4"",""5""]",7999,"[""bike-images/Screenshot (15)""]","The Ripmo isn't just a bike; it's a legend.\n\nWith multiple ""Best in Test"" awards and years of high level competition at the notoriously brutal Enduro World Series, it’s the ultimate trail-slaying machine. How do you improve on that?\n\nThe new Ripmo is loaded with new features: internal downtube storage, a flip chip for mixed wheels, a slacker head angle, and increased coil compatibility. We've also expanded our sizing options and added size-specific details—right down to the bottom bracket height.",https://www.ibiscycles.com/bikes/ripmo,0,,"[""2""]",[]
673bfb93e1ec9240155e62a8,Ibis,Ripmo V3 Deore,N/A,Enduro / All Mountain,"[""1"",""2"",""3"",""4"",""5""]",6999,"[""bike-images/Screenshot (14)""]","The Ripmo isn't just a bike; it's a legend.\n\nWith multiple ""Best in Test"" awards and years of high level competition at the notoriously brutal Enduro World Series, it’s the ultimate trail-slaying machine. How do you improve on that?\n\nThe new Ripmo is loaded with new features: internal downtube storage, a flip chip for mixed wheels, a slacker head angle, and increased coil compatibility. We've also expanded our sizing options and added size-specific details—right down to the bottom bracket height.",https://www.ibiscycles.com/bikes/ripmo,0,,"[""2"",""5""]",[]
673bfbe2e1ec9240155e62ab,Ibis,Ripmo V3 XT,N/A,Enduro / All Mountain,"[""1"",""2"",""3"",""4"",""5""]",9199,"[""bike-images/Screenshot (14)"",""bike-images/Screenshot (15)""]","The Ripmo isn't just a bike; it's a legend.\n\nWith multiple ""Best in Test"" awards and years of high level competition at the notoriously brutal Enduro World Series, it’s the ultimate trail-slaying machine. How do you improve on that?\n\nThe new Ripmo is loaded with new features: internal downtube storage, a flip chip for mixed wheels, a slacker head angle, and increased coil compatibility. We've also expanded our sizing options and added size-specific details—right down to the bottom bracket height.",https://www.ibiscycles.com/bikes/ripmo,0,,"[""1"",""2""]",[]
673bfcb4e1ec9240155e62ae,Ibis,Ripmo V3 GX T-Type,N/A,Enduro / All Mountain,"[""1"",""2"",""3"",""4"",""5""]",10149,"[""bike-images/Screenshot (15)"",""bike-images/Screenshot (14)""]","The Ripmo isn't just a bike; it's a legend.\n\nWith multiple ""Best in Test"" awards and years of high level competition at the notoriously brutal Enduro World Series, it’s the ultimate trail-slaying machine. How do you improve on that?\n\nThe new Ripmo is loaded with new features: internal downtube storage, a flip chip for mixed wheels, a slacker head angle, and increased coil compatibility. We've also expanded our sizing options and added size-specific details—right down to the bottom bracket height.",https://www.ibiscycles.com/bikes/ripmo,0,,"[""2"",""5""]",[]
673e3dfa8baab7e9063ee3f2,Transition,"Bandit 20""",N/A,Kids,"[""20\""""]",1899,"[""bike-images/SB1_Bandit_Green"",""bike-images/C1_Bandit"",""bike-images/SB3_Bandit_Raw""]","Take their love for riding to the next level on the all new Bandit.\n\nKids are progressing faster and younger than ever, so we designed the Bandit with geometry that provides stability and confidence, while being intuitive and easy to ride. With 20” wheels, a 100mm travel fork, and a carefully selected mix of youth-specific components, we've ensured that everything on this bike is tailored to give the rider a bike that truly fits their size, weight, and use. The result is an accessible yet high-performance bike that both kids and parents will be excited about.",,0,,"[""20\""""]","[""20\""""]"
673e3e9253ea7d1715b7b190,Transition,"Ripcord 24""",N/A,Kids,"[""24\""""]",3399,"[""bike-images/SB3_Ripcord_White"",""bike-images/SB1_Ripcord_Raw"",""bike-images/SB2_Ripcord_Pink""]","The all-new Ripcord delivers maximum smiles everywhere from the backyard to the bikepark.\n\nThe Ripcord has been taking kids to the next level for years, and this redesign will surely turn it up to 11. The Ripcord has evolved to share the best features of our adult bikes, utilizing our Giddy Up linkage design and vertical shock layout. With 130mm of travel, riders have more capability and forgiveness in bike parks and for sidewalk kickers alike. The ultra low standover inspires confidence and fits a wider range of riders with a 365mm reach, 65 degree headtube angle, and 395mm chainstays. The new frame has internal dropper post routing and comes equipped with a dropper from the get go. This little ripper is ready to GiddyUp!",https://www.transitionbikes.com/Bikes_Ripcord.cfm,0,,"[""24\""""]","[""24\""""]"
673e3f6453ea7d1715b7b194,Transition,Scout Deore,Alloy,Trail,"[""XS"",""S"",""M""]",4499,"[""bike-images/SB2_Scout_Grey_Deore"",""bike-images/SB1_Scout_Yellow_Deore""]","The Scout is serious about having fun.\n\nThe bike that turns mountains into playgrounds, the Scout, has always been a top choice for riders looking for a compact and agile trail bike. With dual 27.5 wheels and a suspension leverage curve to match the XS-M size range, this bike is a launch pad for new riders getting into the sport, helping them progress quickly and safely. Meanwhile, seasoned riders will hop on and immediately find the most fun route down their local laps. Whether you are a young rider, or just young at heart, the Scout is the bike for those prioritizing fun over everything else.",https://www.transitionbikes.com/Bikes_Ripcord.cfm,0,,"[""XS"",""S"",""M""]","[""S""]"
673e3fa353ea7d1715b7b197,Transition,Scout XT,Alloy,Trail,"[""XS"",""S"",""M""]",5799,"[""bike-images/SB4_Scout_Yellow_XT"",""bike-images/SB3_Scout_Grey_XT""]","The Scout is serious about having fun.\n\nThe bike that turns mountains into playgrounds, the Scout, has always been a top choice for riders looking for a compact and agile trail bike. With dual 27.5 wheels and a suspension leverage curve to match the XS-M size range, this bike is a launch pad for new riders getting into the sport, helping them progress quickly and safely. Meanwhile, seasoned riders will hop on and immediately find the most fun route down their local laps. Whether you are a young rider, or just young at heart, the Scout is the bike for those prioritizing fun over everything else.",https://www.transitionbikes.com/Bikes_Ripcord.cfm,0,,"[""XS"",""S"",""M""]",[]
673e42fcfb6eb481f5fcfe76,Norco,Norco Sight A1 160 MX,N/A,Enduro / All Mountain,"[""1"",""2"",""3"",""4"",""5""]",7599,"[""bike-images/my25-sight-a1-160-mx-neve-white-full""]","The Sight 160 is next level - big travel, big spec, and ready for big mountain riding. Whether you're out racing an enduro or love going fast on technical trails, this is your bike to blow through the chunder. Inspired by the gnarliest trails in the backwoods of BC, built for riders living in areas where the terrain demands more out of the bike they ride.\n\nSight A1 160 MX is an all-round beefier build to handle everything you throw down. We've stepped up on spec to help you handle more; a 35mm rise bar, big name brakes with metallic pads, Double Down rear tire casing, and coil rear shock with Sprindex spring to ride hard.",https://www.norco.com/bikes/mountain/all-mountain/sight/25-sight-A1-160-mx/,0,,"[""1"",""2"",""3"",""4"",""5""]","[""4""]"
673e459bfb6eb481f5fcfe7e,Norco,Sight A2 160 MX,N/A,Enduro / All Mountain,"[""1"",""2"",""3"",""4"",""5""]",5699,"[""bike-images/my25-sight-a2-160-mx-blue-point-full""]","The Sight 160 is next level - big travel, big spec, and ready for big mountain riding. Whether you're out racing an enduro or love going fast on technical trails, this is your bike to blow through the chunder. Inspired by the gnarliest trails in the backwoods of BC, built for riders living in areas where the terrain demands more out of the bike they ride.\n\nSight A2 160 MX is an all-round beefier build to handle everything you throw down. We've stepped up on spec to help you handle more; a 35mm rise bar, big name brakes with metallic pads, Double Down rear tire casing, and coil rear shock with Sprindex spring to ride hard.",https://www.norco.com/bikes/mountain/all-mountain/sight/25-sight-A2-160-mx/,0,,"[""1"",""2"",""3"",""4"",""5""]","[""4""]"
